RESPONSE_ID,AGE,GENDER,RACE,EDUCATION,PROFESSION,APPS_USED,FREQUENCY_OF_USE,DURATION_OF_USE,MODALITY,USE_CASES,USE_CASES_MORE_DETAILS,DELETE_HISTORY_AWARE,EXPORT_CHAT_AWARE,OPT_OUT_AWARE,BEHAVIOURS_ENGAGED,SHARE_PII,SHARE_DEMOGRAPHICS,SHARE_SEXUAL_ORIENTATION,SHARE_BANKING,SHARE_CREDIT_SCORE,SHARE_PURCHASES,SHARE_RELIGION,SHARE_HOBBIES,SHARE_PERSONAL_LIFE,SHARE_HEALTH,SHARE_PHOTOS,SHARE_WORK,TRAINING_EXPECTATIONS,DELETE_CHATS_LOSE_ACCESS,DELETE_CHATS_ERASURE,DELETE_CHATS_UNLEARN,DELETE_ACCOUNT_LOSE_ACCESS,DELETE_ACCOUNT_DATA_ERASURE,DELETE_ACCOUNT_CHAT_ERASURE,DELETE_ACCOUNT_UNLEARN,TRAINING_AWARE,TRAINING_CONCERN,TRAINING_POSSIBLE,DEV_ACCESS_AWARE,DEV_ACCESS_CONCERNED,DEV_ACCESS_POSSIBLE,LEGAL_ACCESS_AWARE,LEGAL_ACCESS_CONCERN,LEGAL_ACCESS_POSSIBLE,HEALTH_AWARE,HEALTH_CONCERN,HEALTH_POSSIBLE,FINANCE_AWARE,FINANCE_CONCERN,FINANCE_POSSIBLE,EXTRACTION_AWARE,EXTRACTION_CONCERN,EXTRACTION_POSSIBLE,LEAK_AWARE,LEAK_CONCERN,LEAK_POSSIBLE,MEM_AWARE,MEM_CONCERN,MEM_POSSIBLE,EXTENSION_AWARE,EXTENSION_CONCERN,EXTENSION_POSSIBLE,DECEPTION_AWARE,DECEPTION_CONCERN,DECEPTION_POSSIBLE,Challenges,Solutions
R_8kmLZ5lqSHw80yA,35 - 44,Woman,White,Bachelor's degree,Counsellor ,ChatGPT,Monthly,1 - 3 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Very willing,Very willing,Not at all willing,Very willing,Not at all willing,Very willing,Quite willing,Moderately willing,Slightly willing,Slightly willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Within a few days,Within a few days,Immediately,Immediately,Immediately,Immediately,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Unsure
R_22SipxYRb6j8Vdg,35 - 44,Man,White,Master's degree,Software engineer,"ChatGPT,Google Gemini/Bard,Claude",Weekly,More than a year,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,,Not at all willing,Moderately willing,Slightly willing,Not at all willing,Moderately willing,Moderately willing,Slightly willing,Moderately willing,Not at all willing,Slightly willing,Not at all willing,Quite willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,A little concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,No,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,Not at all concerned,No,,
R_8hoYzIzgPxjyESd,18-24,Woman,White,Bachelor's degree,Youth worker,ChatGPT,Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Slightly willing,Slightly willing,Moderately willing,Slightly willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Within a few days,Immediately,Immediately,Within a few days,Within a few days,Within a few days,Within a few days,No,Moderately concerned,Yes,No,Moderately concerned,Yes,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,Don’t use identifying features
R_22avrMv5p0Uj7QC,45 - 54,Woman,White,High school,sales representative,"ChatGPT,Microsoft Copilot/Bing",Monthly,1 - 3 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Slightly willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Quite willing,Slightly willing,Not at all willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,No,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,No,your browsing history,to delete all chats and history after use
R_2ifY6YX91kGDYW7,18-24,Woman,White,Bachelor's degree,Business Intelligence Analyst,"ChatGPT,Microsoft Copilot/Bing,Character.AI",Daily,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about personal topics (e.g., health, finances, relationships)",,Was aware,Was aware,Was not aware,,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Quite willing,Slightly willing,Not at all willing,Quite willing,Slightly willing,Moderately willing,Not at all willing,Quite willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,Within a few days,Yes,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,Yes,A little concerned,Yes,No,Very concerned,Yes,No,Quite concerned,No,No,Very concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,No,I discuss emails so AI knows where I work and my name,maybe scrubbing my name and details
R_2Y5z6pz6jZwhJxT,35 - 44,Man,White,Bachelor's degree,Commercial Analyst for an airline,"ChatGPT,Microsoft Copilot/Bing",Weekly,3 - 6 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was not aware,Was not aware,,Moderately willing,Quite willing,Moderately willing,Not at all willing,Moderately willing,Quite willing,Slightly willing,Very willing,Moderately willing,Moderately willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Within a few days,Immediately,This will never happen,Yes,Not at all concerned,Yes,Yes,A little concerned,Yes,Yes,Not at all concerned,Yes,No,A little concerned,No,No,Quite concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,A little concerned,No,,
R_8PzPa4sXzXBR00i,35 - 44,Man,White,Bachelor's degree,Business centre manager ,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports)",,Was not aware,Was aware,Was not aware,,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Quite willing,Not at all willing,Slightly willing,Slightly willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,No,Not at all concerned,Yes,Yes,Quite concerned,Yes,No,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,not really I feel i have nothing to hide as most of my use is in work ,more privacy controls and options
R_8pDPixkkkIQxd9S,18-24,Woman,Black,Bachelor's degree,Accounting,ChatGPT,Weekly,More than a year,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Not at all willing,Moderately willing,Not at all willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Within a few years,Within a few years,This will never happen,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,It is harder to ask targeted questions without being specific,"Yes, just not going into detail"
R_8rvmClnbhITPTft,35 - 44,Man,White,A-Level or equivalent,Data analyst,ChatGPT,Weekly,6 - 12 months,Mobile app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,,Slightly willing,Quite willing,Very willing,Not at all willing,Quite willing,Moderately willing,Very willing,Quite willing,Slightly willing,Moderately willing,Moderately willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,A little concerned,Yes,Yes,A little concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,No,No,Quite concerned,No,No,Quite concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,No,Moderately concerned,No,No,No
R_2U1T7f2luxhENJD,18-24,Man,White,Bachelor's degree,Engineer ,ChatGPT,Monthly,1 - 3 months,Mobile app,"Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Slightly willing,Moderately willing,Not at all willing,Slightly willing,Slightly willing,Not at all willing,Moderately willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,A little concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,Not sure really ,Advice and training to how to use such tools 
R_2SJEwUIeXqGmqvU,45 - 54,Woman,White,Bachelor's degree,therapist,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,I had not considered it before now,no idea
R_22tpIuVi3lACdaB,25 - 34,Woman,White,Bachelor's degree,Tram driver,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Quite willing,Very willing,Not at all willing,Slightly willing,Very willing,Very willing,Quite willing,Quite willing,Quite willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,Not at all concerned,Yes,No,Very concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,A little concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,No
R_2GN3hK3MUHdZ7ly,25 - 34,Woman,White,A-Level or equivalent,,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails)",,Was not aware,Was not aware,Was not aware,,Moderately willing,Moderately willing,Quite willing,Not at all willing,Moderately willing,Moderately willing,Quite willing,Quite willing,Moderately willing,Moderately willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Within a few days,Within a few days,Immediately,This will never happen,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,No,I feel secure using them ,Anonymity 
R_8rkEw3njhocBx2x,25 - 34,Woman,White,Bachelor's degree,Charity campaigns,ChatGPT,Weekly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Not at all willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Within a few months,Immediately,Within a few weeks,Within a few weeks,Within a few months,Yes,A little concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,Yes,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,A little concerned,No,,
R_80BHJssUhuR8xYf,25 - 34,Woman,White,A-Level or equivalent,,ChatGPT,Weekly,3 - 6 months,"Desktop/Web app,Mobile app","Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Quite willing,Slightly willing,Not at all willing,Moderately willing,Quite willing,Quite willing,Quite willing,Slightly willing,Quite willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Within a few days,Within a few weeks,Immediately,Within a few days,Within a few days,Within a few weeks,No,Not at all concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,No,A little concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,I don't even know how or where to begin or if I should be worried about it.,A quick guide about the basics about what to do and what not to do.
R_2rSpB8KwUfuSoYw,18-24,Woman,White,High school,Apprentice engineer,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing",Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was aware,Was not aware,,Not at all willing,Quite willing,Very willing,Not at all willing,Quite willing,Slightly willing,Quite willing,Very willing,Slightly willing,Not at all willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Within a few days,Within a few days,Within a few days,Immediately,Immediately,Immediately,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Quite concerned,Yes,No,A little concerned,No,No,Quite concerned,Yes,Yes,A little concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,I don’t find anything challenging,If search was deleted right away unless I choose for it not to
R_8OOyuYkVO9TMh2Q,25 - 34,Woman,White,Bachelor's degree,Working in neurology clinical trial research,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Slightly willing,Quite willing,Very willing,Not at all willing,Quite willing,Quite willing,Very willing,Very willing,Very willing,Very willing,Quite willing,Quite willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,No,No,A little concerned,Yes,No,Quite concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,No,No,No
R_8iIT5MfudpybPCC,25 - 34,Woman,White,Bachelor's degree,Senior Marketing Manager,ChatGPT,Monthly,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Slightly willing,Moderately willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Moderately willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Quite concerned,Yes,Yes,Not at all concerned,Yes,Yes,Quite concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,Yes,Quite concerned,Yes,Yes,A little concerned,Yes,No,Moderately concerned,Yes,Yes,A little concerned,Yes,Just not knowing what is and isn't acceptable and or possible,Making opting out of sharing data more obvious 
R_832d4Yv2eiSgjRv,25 - 34,Woman,White,A-Level or equivalent,Business Administrator,ChatGPT,Monthly,3 - 6 months,Desktop/Web app,"Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was aware,Was not aware,,Not at all willing,Moderately willing,Quite willing,Not at all willing,Not at all willing,Moderately willing,Moderately willing,Quite willing,Not at all willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,No,No,Very concerned,No,No,Very concerned,Yes,No,Not at all concerned,Yes,No,Very concerned,Yes,No,Very concerned,No,No,"Not providing any identifying information, being able to use AI Chatbots anonymously "
R_8l0Rp1p8cgDXK3t,25 - 34,Woman,White,A-Level or equivalent,Teacher,ChatGPT,Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Moderately willing,Very willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Quite willing,Not at all willing,Quite willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Within a few days,Within a few days,Within a few days,Within a few days,No,Moderately concerned,Yes,No,Very concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,Everything because all information is stored.,nothing
R_2g8Gb5iQbDNrLGm,55+,Woman,White,A-Level or equivalent,Registered General Nurse,ChatGPT,Monthly,6 - 12 months,Mobile app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Slightly willing,Very willing,Very willing,Not at all willing,Quite willing,Quite willing,Very willing,Very willing,Moderately willing,Quite willing,Quite willing,Quite willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,A little concerned,Yes,No,Quite concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,Yes,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,No,Yes,Very concerned,Yes,No,Not sure
R_2htM3199Dzoh9Y6,45 - 54,Woman,White,Bachelor's degree,Proofreader,ChatGPT,Monthly,1 - 3 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,No,No,Very concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,No,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,No,Not really as I wouldn't enter personal data. I am worried though about my behaviours or interests being sold.,"I never thought about deleting history or checking settings, so that could be a very positive thing to do. And never enter personal details. Perhaps make a fake account so you don't even use your own email."
R_84H9ArZb2YlLG6d,35 - 44,Man,White,A-Level or equivalent,Recovery practitioner ,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was aware,Was aware,Was not aware,,Slightly willing,Moderately willing,Moderately willing,Not at all willing,Slightly willing,Not at all willing,Slightly willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Within a few days,Yes,Moderately concerned,Yes,No,Not at all concerned,Yes,Yes,Moderately concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,You never really know what they are doing with your data and information ,Laws that enforce them not to use your data
R_2tjIznFc7fC7GjT,25 - 34,Woman,White,Master's degree,I am a tutor of computing sciences at a university,"ChatGPT,Google Gemini/Bard",Weekly,More than a year,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Slightly willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Quite willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,Yes,N/A,Warnings when personal or sensitive data is about to be submitted to the chatbot
R_2MXQmaSorlblOoc,35 - 44,Woman,White,Bachelor's degree,flow manager,ChatGPT,Weekly,More than a year,Mobile app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was aware,Was not aware,,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Slightly willing,Moderately willing,Moderately willing,Moderately willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Within a few days,Immediately,Immediately,Immediately,Within a few days,No,Not at all concerned,Yes,No,Not at all concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,Yes,Quite concerned,Yes,No,Moderately concerned,Yes,Yes,Very concerned,Yes,not speaking to real person so unsure why they ask for some information,
R_8lVu2y8O7Q02Qmt,18-24,Woman,White,Bachelor's degree,Masters Student: Psychology,ChatGPT,Weekly,More than a year,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Moderately willing,Quite willing,Not at all willing,Slightly willing,Moderately willing,Quite willing,Moderately willing,Quite willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,No,No,A little concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Moderately concerned,Yes,not really,not having to log in before using it
R_2oBfKFn4O93Jr6L,55+,Man,White,High school,retired MD of an sme,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,,Moderately willing,Quite willing,Quite willing,Not at all willing,Moderately willing,Moderately willing,Quite willing,Quite willing,Moderately willing,Not at all willing,Moderately willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,No,Very concerned,Yes,Yes,Very concerned,Yes,No,Not at all concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,"No, because I never get that personal",Just the usual warnings
R_8oY2tlhGtJqPaFD,45 - 54,Woman,White,High school,Housewife,ChatGPT,Monthly,3 - 6 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,,Slightly willing,Quite willing,Very willing,Not at all willing,Quite willing,Very willing,Quite willing,Very willing,Moderately willing,Quite willing,Slightly willing,Quite willing,My data will continue to be used to train models.,Immediately,Immediately,Within a few months,This will never happen,Immediately,Immediately,Within a few months,Yes,Not at all concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,Yes,,The ability to decide what information is shared or kept.
